Question,Tag
 Let R be a symmetric and transitive relation on a set A Then R is reflexive and hence an equivalence relation R is reflexive and hence a partial order R is reflexive and hence not an equivalence relation None of the above  ,Relations
 Let R be a reflexive and transitive relation on a set A Define a new relation E on A as E a b mid a b in R ext and b a in R Prove that E is an equivalence relation on A Define a reason leq on the equivalence classes of E as E_1 leq E_2 if exists a b such that a in E_1 b in E_2 ext and a b in R Prove that leq is a partal order ,Relations
 Let F be the collection of all functions f 1 2 3 o 1 2 3 If f and g in F define an equivalence relation sim by f sim g if and only if f 3 g 3  Find the number of equivalence classes defined by sim  Find the number of elements in each equivalence class   ,Relations
Two shared resources R1 and R2 are used by processes P1 and P2 Each process has a certain priority for accessing each resource Let Tij denote the priority of Pi for accessing  Rj A process Pi can snatch a resource Rh from process Pj if Tik is greater than Tjk Given the following T11 gt T21 T12 gt T22 T11 lt T21 T12 lt T22 Which of the following conditions ensures that P1 and P2 can never deadlock I and IV II and III I and II None of the above ,Resource Allocation
Two concurrent processes P1 and P2 want to use resources R1 and R2 in a mutually exclusive manner Initially R1 and R2 are free The programs executed by the two processes are given below  Program for P1  Program for P2 S1 While R1 is busy do no op Q1 While R1 is busy do no op S2 Set R1 leftarrow busy Q2 Set R1 leftarrow busy S3 While R2 is busy do no op Q3 While R2 is busy do no op S4 Set R2 leftarrow busy Q4 Set R2 leftarrow busy S5 Use R1 and R2 Q5 Use R1 and R2 S6 Set R1 leftarrow free Q6 Set R2  leftarrow free S7 Set R2 leftarrow free Q7 Set R1 leftarrow free   Is mutual exclusion guaranteed for R1 and R2 If not show a possible interleaving of the statements of P1 and P2 such mutual exclusion is violated i e both P1 and P2 use R1 and R2 at the same time Can deadlock occur in the above program If yes show a possible interleaving of the statements of P1 and P2 leading to deadlock Exchange the statements Q1 and Q3 and statements Q2 and Q4 Is mutual exclusion guaranteed now Can deadlock occur ,Resource Allocation
Suppose n processes P_1 dots P_n share m identical resource units which can be reserved and released one at a time The maximum resource requirement of process P_i is s_i where s_i  gt 0 Which one of the following is a sufficient condition for ensuring that deadlock does not occur forall i s_i lt m forall i s_i lt n Sigma_ i 1 n s_i  lt m n Sigma_ i 1 n s_i  lt m imes  n ,Resource Allocation
In a certain operating system deadlock prevention is attemped using the following scheme Each process is assigned a unique timestamp and is restarted with the same timestamp if killed Let Ph be the process holding a resource R Pr be a process requesting for the same resource R and T Ph and T Pr be their timestamps respectively The decision to wait or preempt one of the processes is based on the following algorithm if T Pr lt T Ph then kill Pr else wait Which one of the following is TRUE The scheme is deadlock free but not starvation free The scheme is not deadlock free but starvation free The scheme is neither deadlock free nor starvation free The scheme is both deadlock free and starvation free ,Resource Allocation
Consider the resource allocation graph in the figure Find if the system is in a deadlock state Otherwise find a safe sequence  ,Resource Allocation
Consider the following snapshot of a system running n processes Process i is   holding x_i  instances of a resource R  1 leq i leq n  Currently all instances of R are occupied Further for all i process i has placed a request for an additional y_i  instances while holding the x_i  instances it already has There are exactly two processes p and q and such that Y_p Y_q 0  Which one of the following can serve as   a necessary condition to guarantee that the system is not approaching a deadlock min x_ p x_ q lt max_ k eq p q y_ k x_ p x_ q geq min_ k eq p q y_ k max x_ p x_ q gt 1 min x_ p x_ q gt 1 ,Resource Allocation
An operating system handles requests to resources as follows A process which asks for some resources uses them for some time and then exits the system is assigned a unique timestamp are when it starts The timestamps are monotonically increasing with time Let us denote the timestamp of a process P by TS P When a process P requests for a resource the OS does the following If no other process is currently holding the resource the OS awards the resource to P If some process Q with TS Q lt TS P is holding the resource the OS makes P wait for the resources If some process Q with TS Q gt TS P is holding the resource the OS restarts Q and awards the resources to P  Restarting means taking back the resources held by a process killing it and starting it again with the same timestamp When a process releases a resource the process with the smallest timestamp if any amongst those waiting for the resource is awarded the resource Can a deadlock over arise If yes show how If not prove it Can a process P ever starve If yes show how If not prove it ,Resource Allocation
An operating system contains 3 user processes each requiring 2 units of resource R The minimum number of units of R such that no deadlocks will ever arise is 3 5 4 6 ,Resource Allocation
A single processor system has three resource types X Y and Z which are shared by three processes There are 5 units of each resource type Consider the following scenario where the column alloc  denotes the number of units of each resource type allocated to each process and the column request  denotes the number of units of each resource type requested by a process in order to complete execution Which of these processes will finish LAST  alloc request  X Y Z X Y Z P0 1 2 1 1 0 3 P1 2 0 1 0 1 2 P2 2 2 1 1 2 0  P0 P1 P2 None of the above since the system is in a deadlock ,Resource Allocation
A computer system uses the Banker u2019s Algorithm to deal with deadlocks Its current state is shown in the table below where P0 P1 P2 are processes and R0 R1 R2 are resources types  Maximum Need   Current Allocation  Available  R0 R1 R2   R0 R1 R2  R0 R1 R2 P0 4 1 2  P0 1 0 2  2 2 0 P1 1 5 1  P1 0 3 1     P2 1 2 3  P2 1 0 2      Show that the system can be in this state What will the system do on a request by process P0 for one unit of resource type R1 ,Resource Allocation
A computer has six tape drives with n processes competing for them Each process may need two drives What is the maximum value of n for the system to be deadlock free 6 5 4 3 ,Resource Allocation
